Company Name,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
6683,19.36,39.23,17.31,36.85,35.15,26.82,20.16,20.53,44.09,53.53,66.52,54.69,314.8,186.48,31.41,23.9,6.34,54.03,0.66,1.17,3.63,145299
6716,17.71,22.83,17.74,19.61,19.22,26.97,21.45,53.94,42.15,55.98,112.42,94.35,449.94,353.42,33.78,25.25,4.6,44.23,1.03,5.85,75.16,-8019
6732,27.74,31.97,34.37,30.04,30.38,66.8,11.14,94.71,13.52,8.45,7.47,7.64,415.43,383.27,34.69,25.76,10.05,20.73,1.16,7.39,55.02,-1295952
7556,13.36,26.74,13.31,24.71,22.31,17.2,17.92,48.14,11.1,15.9,15.74,-0.87,335.26,291.34,56.63,36.15,5.69,28.11,0.64,5.29,2.19,37993
8024,-3.54,-7.7,-5.78,-11,-12.71,-10.97,37.07,18.69,-24.91,-30.89,-731.02,-2214.7,996.19,882.44,12.3,10.95,5.48,21.91,0.61,4.68,3.03,4761
8040,1.71,-11.75,-13.99,-2.83,-15.94,-0.28,33.11,-10.57,-10.35,-12.97,-911.82,-163.67,250.31,203.71,41.97,29.56,13.88,26.78,0.81,4.52,3,54145
8054,2.19,7.51,-3.4,-6.98,-3.82,-8.97,48.07,79.59,-11.97,-6.02,30.46,45.87,534.85,482.03,17.9,15.18,8.58,12.75,0.39,3.97,26.31,225194
8086,12.43,30.42,9.12,23.33,22.88,14.11,8.52,66.9,77.61,92.91,137.48,114.56,939.91,836.38,11.31,10.16,5.85,15.75,0.55,4.87,2.07,-3946570
8088,16.04,16.5,10.3,10.32,9.49,13.94,5.11,28.14,15.32,-5.17,-5.45,-16.35,195.25,162.31,55.14,35.54,9.36,29.72,1.3,14.82,3.66,142350
8277,-3.91,-10.02,-7.26,-13.92,-13.61,-8.29,25.65,-53.32,-63.53,912.6,41.85,43.73,635.45,467.1,15.85,13.68,9.67,22.76,0.49,4.92,1.39,-100045
8299,12.37,16.3,16.17,11.23,15.12,16.75,14.82,45.46,13.12,21.27,3.51,37.76,363.99,240.05,31,23.66,8.27,53.42,1.19,3.09,12.42,2723546
